sentence_incorrect,sentence_correct,wrong,correct
Al doilea ar fii transparența pentru că acest lucru duce la eficiență.,Al doilea ar fi transparența pentru că acest lucru duce la eficiență.,fii,fi
"Institutul de Radio-Astronomie Max-Planck (MPIfR) se află situat în Bonn  cartierul „Endenich”, landul Renania de NordWestfalia.","Institutul de Radio-Astronomie Max-Planck (MPIfR) se află situat în Bonn  cartierul „Endenich”, landul Renania de Nord-Westfalia.",NordWestfalia.,Nord-Westfalia.
"În plus, în gura celor mai multe sunt puse, invadant, convingeriile autorului.","În plus, în gura celor mai multe sunt puse, invadant, convingerile autorului.",convingeriile,convingerile
Obiectivul este unul istoric reprezentativ pentru granița Transilvaniei cu tara Românească.,Obiectivul este unul istoric reprezentativ pentru granița Transilvaniei cu Țara Românească.,tara,Țara
"Rezultatele la care se ajung prin aplicarea celor trei metode sunt identice, metoda lui Dirac-Fock având avantajul că nu face apel la teoria ecuaților diferențiale.","Rezultatele la care se ajung prin aplicarea celor trei metode sunt identice, metoda lui Dirac-Fock având avantajul că nu face apel la teoria ecuațiilor diferențiale.",ecuaților,ecuațiilor
Până în 2022 Bulgaria va adăuga 635 de kilometri de autostradă,"Până în 2022, Bulgaria va adăuga 635 de kilometri de autostradă",2022,"2022,"
De data aceasta Martin cântă la chitară și își asumă și rolul de vocalist ai trupei.,De data aceasta Martin cântă la chitară și își asumă și rolul de vocalist al trupei.,ai,al
"Domenii de doctorat ale IOSUD UPT, upt.ro, acesat 18 mai 2009 * Inginerie Industrială; * Inginerie Mecanică.","Domenii de doctorat ale IOSUD UPT, upt.ro, accesat 18 mai 2009 * Inginerie Industrială; * Inginerie Mecanică.",acesat,accesat
Schönline este o companie producătoare de profile din PVC din românia.,Schönline este o companie producătoare de profile din PVC din România.,românia.,România.
Între anii 1998-2000 Prințesa Moștenitoare a locuit în SUA unde a studiat la Universitatea Yale  din Connecticut și a făcut un stagiu de practica la Ambasada Suediei de la Washington.,Între anii 1998-2000 Prințesa Moștenitoare a locuit în SUA unde a studiat la Universitatea Yale  din Connecticut și a făcut un stagiu de practică la Ambasada Suediei de la Washington.,practica,practică
"După cum arată o cronică a vremii se recrutau învățăcei, copiii prinși, furați de prin sate, din care se făceau oameni de treabă, vlădici și egumeni și preuți și diaconi pre la svintele mănăstiri.","După cum arată o cronică a vremii se recrutau învățăcei, copii prinși, furați de prin sate, din care se făceau oameni de treabă, vlădici și egumeni și preuți și diaconi pre la svintele mănăstiri.",copiii,copii
"Cuplul are un un singur copil, Aiko, prințesa Toshi, născuta la 1 decembrie 2001.","Cuplul are un un singur copil, Aiko, prințesa Toshi, născută la 1 decembrie 2001.",născuta,născută
"Castelul este și astăzi încă înconjurat cu doage cu apă și este format din două părți distincte: donjon ul si micul castel * Donjon ul, construcție rectangulară flancată de patru turnuri circulare, este dotat cu o poartă spre cele două turnuri din sud.","Castelul este și astăzi încă înconjurat cu doage cu apă și este format din două părți distincte: donjon ul si micul castel * Donjon ul, construcție rectangulară flancată de patru turnuri circulare, este dotat cu o poartă spre cele două turnuri dinspre sud.",din,dinspre
"Cei doi sau cunoscut în 2002, pe vremea când Daniel era antrenorul personal al Victoriei.","Cei doi s-au cunoscut în 2002, pe vremea când Daniel era antrenorul personal al Victoriei.",sau,s-au
Am văzut că a-ți șters de pe mai multe pagini coord onatele unor orașe.,Am văzut că ați șters de pe mai multe pagini coord onatele unor orașe.,a-ți,ați
Înainte ca o marcă comunitară să fie aceptată și înregistrată aceasta trebuie verificată în tot sistemul pentru fiecare țară în parte.,Înainte ca o marcă comunitară să fie acceptată și înregistrată aceasta trebuie verificată în tot sistemul pentru fiecare țară în parte.,aceptată,acceptată
În septembrie 2007 InformationWeek a publicat un studiu a companiei Evalueserve  care dezvăluia că Google a depus cereri pentru mai multe brevete de invenție în domeniul telefoniei mobile.,În septembrie 2007 InformationWeek a publicat un studiu al companiei Evalueserve  care dezvăluia că Google a depus cereri pentru mai multe brevete de invenție în domeniul telefoniei mobile.,a,al
Ieșenii mai au doar zece zile pentru ași exprima opinia privind replantarea teilor pe pietonalul Ștefan cel Mare.,Ieșenii mai au doar zece zile pentru a-și exprima opinia privind replantarea teilor pe pietonalul Ștefan cel Mare.,ași,a-și
ZDI: Veți încerca să atrageți în partid oameni de afaceri din zona IT care pot sprijinii financiar partidul?,ZDI: Veți încerca să atrageți în partid oameni de afaceri din zona IT care pot sprijini financiar partidul?,sprijinii,sprijini
Se crede că aduce la costuri economice de 604 miliarde USD în fiecare an.,Se crede că duce la costuri economice de 604 miliarde USD în fiecare an.,aduce,duce
Poveștiriile acestuia îți fac părul măciucă.,Povestirile acestuia îți fac părul măciucă.,Poveștiriile,Povestirile
Luminatul rege a auzit nedreptățiile întâmplate în casă și a decis să îl aresteze pe Tartuffe.,Luminatul rege a auzit nedreptățile întâmplate în casă și a decis să îl aresteze pe Tartuffe.,nedreptățiile,nedreptățile
"În plus, fiecare clasă are un profesor desemnat pentru a fii îndrumătorul clasei (diriginte).","În plus, fiecare clasă are un profesor desemnat pentru a fi îndrumătorul clasei (diriginte).",fii,fi
"În altar din osteneala aceluiași zugrav, se mai deslușesc cetele îngerești, de pe boltă; reprezentarea “Plângerea lui Isus” și arhierei, din decorul perețiilor.","În altar din osteneala aceluiași zugrav, se mai deslușesc cetele îngerești, de pe boltă; reprezentarea “Plângerea lui Isus” și arhierei, din decorul pereților.",perețiilor.,pereților.
Recuperarea „miraculoasă” al unui elev supraviețuitor al masacrului de la Peshawar.,Recuperarea „miraculoasă” a unui elev supraviețuitor al masacrului de la Peshawar.,al,a
"Cariera lui Frank Serpico, polițistul renegat de colegi datorită refuzului său de a lucra în consacratul sistem al mitei, îi crează lui Lumet cadrul pentru un atac la corupție și la frustrantele mecanisme de auto-protecție ale birocrației.","Cariera lui Frank Serpico, polițistul renegat de colegi datorită refuzului său de a lucra în consacratul sistem al mitei, îi creează lui Lumet cadrul pentru un atac la corupție și la frustrantele mecanisme de auto-protecție ale birocrației.",crează,creează
Președintele erau slovenul anton Korošec.,Președintele erau slovenul Anton Korošec.,anton,Anton
Din distribuție fac parte Kirk Douglas  în rolul sclavului rebel Spartacus și Laurence Olivier  în rolul generalului și politicianului roman Marcus Licinius crassus.,Din distribuție fac parte Kirk Douglas  în rolul sclavului rebel Spartacus și Laurence Olivier  în rolul generalului și politicianului roman Marcus Licinius Crassus.,crassus.,Crassus.
Inițial au fost planificații 2 sateliți.,Inițial au fost planificați 2 sateliți.,planificații,planificați
Matthew este pus sub acuzare pentru crimă în cazul ucideri studentei de la Universitatea Tehnică Virginia,Matthew este pus sub acuzare pentru crimă în cazul uciderii studentei de la Universitatea Tehnică Virginia,ucideri,uciderii
"Tartuffe reușește să îl convingă pe Orgon că pentru al învăța pe Damis o lecție, el, preotul, trebuie să stea mai mult ca niciodată în preajma Elmirei.","Tartuffe reușește să îl convingă pe Orgon că pentru a-l învăța pe Damis o lecție, el, preotul, trebuie să stea mai mult ca niciodată în preajma Elmirei.",al,a-l
"În interiorul unui gaz sau lichid, există o presiune  care provine din ciocnirea moleculelor între ele și pereți vasului.","În interiorul unui gaz sau lichid, există o presiune  care provine din ciocnirea moleculelor între ele și pereții vasului.",pereți,pereții
Cercetările istorice au demonstrat că primii voievozi si cnezii români din Maramureș știau să scrie în slavonește.,Cercetările istorice au demonstrat că primii voievozii si cnezii români din Maramureș știau să scrie în slavonește.,voievozi,voievozii
"Profile, Ventilați și Buildings sunt cele trei domenii principale de activitate.","Profile, Ventilații și Buildings sunt cele trei domenii principale de activitate.",Ventilați,Ventilații
Lam ținut de mână.,L-am ținut de mână.,Lam,L-am
Acesta îl v-a retroceda în 1499  în schimbul altor pământuri.,Acesta îl va retroceda în 1499  în schimbul altor pământuri.,v-a,va
Cuplul șia petrecut luna de miere în Italia înainte de a ajunge la Stockholm la 25 noiembrie 1932.,Cuplul și-a petrecut luna de miere în Italia înainte de a ajunge la Stockholm la 25 noiembrie 1932.,șia,și-a
"Mai recent Lucian Cociuba a dedicat atenție unor probleme de texturi, studiu al integrări suportului material în structura unică a imaginii plastice.","Mai recent Lucian Cociuba a dedicat atenție unor probleme de texturi, studiu al integrării suportului material în structura unică a imaginii plastice.",integrări,integrării
"Aceștia a oferit refugiu în casa lor trioului printer care se mai aflau și un spiriduș mort, 3 oameni și un goblin cu numele Socotici  care au scăpat de la casa lui Reacredință.","Aceștia au oferit refugiu în casa lor trioului printer care se mai aflau și un spiriduș mort, 3 oameni și un goblin cu numele Socotici  care au scăpat de la casa lui Reacredință.",a,au
"Principala marcă a Fabryo Corporation, savana, a fost dinstinsa cu diverse premii ale industriei de publicitate (Effie, Internetics), între anii 2009 si 2011.","Principala marcă a Fabryo Corporation, savana, a fost distinsă cu diverse premii ale industriei de publicitate (Effie, Internetics), între anii 2009 si 2011.",dinstinsa,distinsă
"La început, neavând experiență în televiziune, i-a fost greu să joace natural, dar treptat sa obișnuit.","La început, neavând experiență în televiziune, i-a fost greu să joace natural, dar treptat s-a obișnuit.",sa,s-a
"Compania, denumită anterior Kontirom, are trei divizii-ARCLAD (producator de panouri termoizolante, table cutate), ARVAL (producător de structuri metalice) și ARMAT (producător de țiglă metalică și jgheaburi).","Compania, denumită anterior Kontirom, are trei divizii-ARCLAD (producător de panouri termoizolante, table cutate), ARVAL (producător de structuri metalice) și ARMAT (producător de țiglă metalică și jgheaburi).",(producator,(producător
Aparatul este produs de către producatorul chinez TechFaith.,Aparatul este produs de către producătorul chinez TechFaith.,producatorul,producătorul
Ea era pensionată ca și soțul ei.,"Ea era pensionată, ca și soțul ei.",pensionată,"pensionată,"
Industria dronelor stă să explodeze în Uniunea Europeană în următori ani.,Industria dronelor stă să explodeze în Uniunea Europeană în următorii ani.,următori,următorii
"E drept ca denumirea ""cornul abundentei""  este gasită pe google.ro în mult mai multe pagini, însă doar o fracțiune minusculă din ele se referă la sensul antropologic a sintagmei.","E drept ca denumirea ""cornul abundentei""  este gasită pe google.ro în mult mai multe pagini, însă doar o fracțiune minusculă din ele se referă la sensul antropologic al sintagmei.",a,al
Judecătorii Tribunalului vor decide mâine dacă președintelui suspendat al Consiliului Județean i se vor menține controlul judiciar și interdicțile.,Judecătorii Tribunalului vor decide mâine dacă președintelui suspendat al Consiliului Județean i se vor menține controlul judiciar și interdicțiile.,interdicțile.,interdicțiile.
